chamber_pressure,contraction_ratio,expansion_ratio,chamber_area,thrust_coeff_vac,chamber_volume,isp,thrust_coeff,exit_mach,chamber_diameter,isp_vac,mdot,throat_area,exit_area,chamber_length,exit_diameter,exhaust_velocity,mdot_ox,mdot_fuel,throat_diameter,cstar,nozzle_length,feasible
5.0,3.0,7.876186624172613,0.07562028251281216,1.746486770751889,0.025206760837604057,301.019889224399,1.586875848813031,2.957953479816565,0.31029459241075624,331.297029100828,67.7507533210052,0.025206760837604057,0.1985331525478551,0.30054685184475316,0.5027725736004974,2951.996696662452,51.619621577908724,16.13113174309648,0.17914866645643535,1860.2568681541907,0.4831111625577843,true
5.0,4.0,7.876186624172613,0.10082704335041623,1.746486770751889,0.025206760837604057,301.019889224399,1.586875848813031,2.957953479816565,0.3582973329128707,331.297029100828,67.7507533210052,0.025206760837604057,0.1985331525478551,0.20521283338589116,0.5027725736004974,2951.996696662452,51.619621577908724,16.13113174309648,0.17914866645643535,1860.2568681541907,0.4831111625577843,true
5.0,5.0,7.876186624172613,0.1260338041880203,1.746486770751889,0.025206760837604057,301.019889224399,1.586875848813031,2.957953479816565,0.4005885962750258,331.297029100828,67.7507533210052,0.025206760837604057,0.1985331525478551,0.14464001754535236,0.5027725736004974,2951.996696662452,51.619621577908724,16.13113174309648,0.17914866645643535,1860.2568681541907,0.4831111625577843,true
5.0,6.0,7.876186624172613,0.15124056502562433,1.746486770751889,0.025206760837604057,301.019889224399,1.586875848813031,2.957953479816565,0.43882282091832314,331.297029100828,67.7507533210052,0.025206760837604057,0.1985331525478551,0.10174812805119472,0.5027725736004974,2951.996696662452,51.619621577908724,16.13113174309648,0.17914866645643535,1860.2568681541907,0.4831111625577843,true
8.0,3.0,11.398612239300189,0.045229374048974154,1.8025849624925732,0.015076458016324719,314.55234490527897,1.6582144143491868,3.179305106714798,0.23997463954087364,341.93848632389995,64.83602678498518,0.015076458016324719,0.17185069887017437,0.3079770291325167,0.4677682178086497,3084.704753165354,49.398877550464896,15.43714923452028,0.13854942273760681,1860.2568681541907,0.4914633045074857,true
8.0,4.0,11.398612239300189,0.060305832065298874,1.8025849624925732,0.015076458016324719,314.55234490527897,1.6582144143491868,3.179305106714798,0.27709884547521363,341.93848632389995,64.83602678498518,0.015076458016324719,0.17185069887017437,0.2153626443155983,0.4677682178086497,3084.704753165354,49.398877550464896,15.43714923452028,0.13854942273760681,1860.2568681541907,0.4914633045074857,true
8.0,5.0,11.398612239300189,0.07538229008162359,1.8025849624925732,0.015076458016324719,314.55234490527897,1.6582144143491868,3.179305106714798,0.3098059274846438,341.93848632389995,64.83602678498518,0.015076458016324719,0.17185069887017437,0.15718587381324076,0.4677682178086497,3084.704753165354,49.398877550464896,15.43714923452028,0.13854942273760681,1860.2568681541907,0.4914633045074857,true
8.0,6.0,11.398612239300189,0.09045874809794831,1.8025849624925732,0.015076458016324719,314.55234490527897,1.6582144143491868,3.179305106714798,0.3393753898642983,341.93848632389995,64.83602678498518,0.015076458016324719,0.17185069887017437,0.1164601748849938,0.4677682178086497,3084.704753165354,49.398877550464896,15.43714923452028,0.13854942273760681,1860.2568681541907,0.4914633045074857,true
11.0,3.0,14.691291302428622,0.03203420751978145,1.8380520932621829,0.010678069173260484,322.9957602363314,1.7027252667877666,3.327603013494704,0.20195846057652117,348.6663672626394,63.14115158860391,0.010678069173260484,0.15687462477185293,0.3119939110839473,0.4469216663186218,3167.5063721216193,48.107544067507746,15.033607521096169,0.11660077157897693,1860.2568681541907,0.49310853726192444,true
11.0,4.0,14.691291302428622,0.04271227669304194,1.8380520932621829,0.010678069173260484,322.9957602363314,1.7027252667877666,3.327603013494704,0.23320154315795386,348.6663672626394,63.14115158860391,0.010678069173260484,0.15687462477185293,0.22084980710525576,0.4469216663186218,3167.5063721216193,48.107544067507746,15.033607521096169,0.11660077157897693,1860.2568681541907,0.49310853726192444,true
11.0,5.0,14.691291302428622,0.053390345866302424,1.8380520932621829,0.010678069173260484,322.9957602363314,1.7027252667877666,3.327603013494704,0.2607272514795179,348.6663672626394,63.14115158860391,0.010678069173260484,0.15687462477185293,0.16396838002486472,0.4469216663186218,3167.5063721216193,48.107544067507746,15.033607521096169,0.11660077157897693,1860.2568681541907,0.49310853726192444,true
11.0,6.0,14.691291302428622,0.0640684150395629,1.8380520932621829,0.010678069173260484,322.9957602363314,1.7027252667877666,3.327603013494704,0.2856123939833083,348.6663672626394,63.14115158860391,0.010678069173260484,0.15687462477185293,0.12441376106558383,0.4469216663186218,3167.5063721216193,48.107544067507746,15.033607521096169,0.11660077157897693,1860.2568681541907,0.49310853726192444,true
14.0,3.0,17.831082237629115,0.02470728845597142,1.8636476130278354,0.008235762818657141,329.04126803497513,1.7345951553329948,3.4392764979945003,0.1773648688588622,353.52166865894003,61.98105295835041,0.008235762818657141,0.14685256410908365,0.31459252981372954,0.43241009686343007,3226.7925511751887,47.223659396838414,14.757393561512002,0.10240165478044679,1860.2568681541907,0.4926421027282828,true
14.0,4.0,17.831082237629115,0.032943051274628564,1.8636476130278354,0.008235762818657141,329.04126803497513,1.7345951553329948,3.4392764979945003,0.20480330956089357,353.52166865894003,61.98105295835041,0.008235762818657141,0.14685256410908365,0.2243995863048883,0.43241009686343007,3226.7925511751887,47.223659396838414,14.757393561512002,0.10240165478044679,1860.2568681541907,0.4926421027282828,true
